This document was created from the <<characters>> element in the source file S10160.xml
	Begin ISAtab output:
 == Output of Study.xsl: ==
"Source Name"	"Characteristics[OTU name]"	"Row OTU id"	"Term Source REF"	"Term Access Number"	"Sample Name"	"Characters OTUs Group id"	"Number of Taxa in Sample Matrix"	"Number of Characters in Sample Matrix"	"Character Matrix Type"	
"Row186050"	"Sternotherus odoratus"	"Tl241223"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186051"	"Kinosternon baurii"	"Tl241207"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186052"	"Kinosternon flavescens"	"Tl241284"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186053"	"Kinosternon subrubrum"	"Tl242314"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186054"	"Astrochelys yniphora"	"Tl241260"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186055"	"Terrapene carolina"	"Tl241274"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186056"	"Terrapene coahuila"	"Tl241258"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186057"	"Terrapene nelsoni"	"Tl242360"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186058"	"Deirochelys reticularia"	"Tl241283"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186059"	"Dogania subplana"	"Tl241247"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186060"	"Amyda cartilaginea"	"Tl241273"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186061"	"Palea steindachneri"	"Tl241214"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186062"	"Macrochelys temminckii"	"Tl241264"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186063"	"Dipsochelys dussumieri"	"Tl241297"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186064"	"Psammobates pardalis"	"Tl241265"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186065"	"Pelochelys bibroni"	"Tl241302"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186066"	"Pelochelys cantorii"	"Tl241276"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186067"	"Chitra indica"	"Tl241256"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186068"	"Chitra chitra"	"Tl241210"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186069"	"Peltocephalus dumerilianus"	"Tl241298"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186070"	"Dipsochelys hololissa"	"Tl241244"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186071"	"Dipsochelys arnoldi"	"Tl241204"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186072"	"Cuora trifasciata"	"Tl241199"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186073"	"Cuora pani"	"Tl241234"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186074"	"Cuora yunnanensis"	"Tl242343"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186075"	"Mauremys japonica"	"Tl241301"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186076"	"Mauremys leprosa"	"Tl242328"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186077"	"Dipsochelys grandidieri"	"Tl242384"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186078"	"Cylindraspis inepta"	"Tl242349"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186079"	"Cylindraspis indica"	"Tl242374"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186080"	"Cylindraspis peltastes"	"Tl242312"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186081"	"Cylindraspis vosmaeri"	"Tl242318"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186082"	"Geochelone elegans"	"Tl241293"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186083"	"Batagur baska"	"Tl241267"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186084"	"Mauremys caspica"	"Tl241195"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186085"	"Mauremys rivulata"	"Tl242344"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186086"	"Chelonoidis denticulata"	"Tl241222"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186087"	"Sacalia bealei"	"Tl242371"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186088"	"Hardella thurjii"	"Tl242329"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186089"	"Cuora zhoui"	"Tl241209"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186090"	"Notochelys platynota"	"Tl241203"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186091"	"Geoemyda japonica"	"Tl242362"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186092"	"Mauremys annamensis"	"Tl241308"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186093"	"Cuora flavomarginata"	"Tl241279"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186094"	"Cuora galbinifrons"	"Tl241239"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186095"	"Trachemys stejnegeri"	"Tl241225"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186096"	"Nilssonia formosa"	"Tl241236"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186097"	"Rafetus euphraticus"	"Tl241238"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186098"	"Chitra vandijki"	"Tl241233"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186099"	"Cycloderma frenatum"	"Tl241231"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186100"	"Cycloderma aubryi"	"Tl241196"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186101"	"Lissemys scutata"	"Tl241259"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186102"	"Cyclanorbis senegalensis"	"Tl241282"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186103"	"Cyclanorbis elegans"	"Tl241292"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186104"	"Podocnemis unifilis"	"Tl241211"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186105"	"Phrynops williamsi"	"Tl242342"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186106"	"Acanthochelys radiolata"	"Tl242356"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186107"	"Acanthochelys spixii"	"Tl242325"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186108"	"Cuora mccordi"	"Tl241291"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186109"	"Emydura subglobosa"	"Tl241243"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186110"	"Cyclemys shanensis"	"Tl242339"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186111"	"Kinixys erosa"	"Tl241208"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186112"	"Indotestudo forstenii"	"Tl242316"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186113"	"Manouria emys"	"Tl242368"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186114"	"Mauremys reevesii"	"Tl241212"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186115"	"Heosemys annandalii"	"Tl241200"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186116"	"Cuora mouhotii"	"Tl241252"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186117"	"Heosemys depressa"	"Tl242355"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186118"	"Mauremys sinensis"	"Tl241213"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186119"	"Cyclemys atripons"	"Tl242345"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186120"	"Indotestudo travancorica"	"Tl241227"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186121"	"Geoclemys hamiltonii"	"Tl242378"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186122"	"Rhinoclemmys melanosterna"	"Tl241192"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186123"	"Rhinoclemmys punctularia"	"Tl242350"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186124"	"Rhinoclemmys pulcherrima"	"Tl242358"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186125"	"Rhinoclemmys funerea"	"Tl242373"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186126"	"Rhinoclemmys diademata"	"Tl242310"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186127"	"Rhinoclemmys annulata"	"Tl242334"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186128"	"Rhinoclemmys rubida"	"Tl242301"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186129"	"Pseudemys concinna"	"Tl241235"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186130"	"Eretmochelys imbricata"	"Tl242338"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186131"	"Lepidochelys olivacea"	"Tl242357"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186132"	"Dermochelys coriacea"	"Tl241261"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186133"	"Homopus signatus"	"Tl241309"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186134"	"Homopus boulengeri"	"Tl241287"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186135"	"Homopus femoralis"	"Tl242340"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186136"	"Chersina angulata"	"Tl242341"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186137"	"Gopherus flavomarginatus"	"Tl242383"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186138"	"Kinixys belliana"	"Tl242364"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186139"	"Kinixys homeana"	"Tl242381"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186140"	"Malacochersus tornieri"	"Tl241198"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186141"	"Psammobates geometricus"	"Tl242379"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186142"	"Psammobates tentorius"	"Tl242331"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186143"	"Geochelone platynota"	"Tl241248"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186144"	"Psammobates oculifer"	"Tl242326"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186145"	"Kinixys spekii"	"Tl242305"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186146"	"Kinixys natalensis"	"Tl242361"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186147"	"Pseudemys nelsoni"	"Tl241300"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186148"	"Siebenrockiella leytensis"	"Tl242311"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186149"	"Pelusios gabonensis"	"Tl241189"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186150"	"Emys trinacris"	"Tl241266"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186151"	"Glyptemys insculpta"	"Tl241250"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186152"	"Glyptemys muhlenbergii"	"Tl241191"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186153"	"Graptemys barbouri"	"Tl242323"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186154"	"Graptemys caglei"	"Tl241305"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186155"	"Graptemys ernsti"	"Tl242330"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186156"	"Graptemys flavimaculata"	"Tl242335"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186157"	"Graptemys gibbonsi"	"Tl242369"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186158"	"Graptemys nigrinoda"	"Tl242324"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186159"	"Graptemys oculifera"	"Tl242320"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186160"	"Graptemys ouachitensis"	"Tl241241"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186161"	"Graptemys pseudogeographica"	"Tl241253"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186162"	"Graptemys pulchra"	"Tl242359"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186163"	"Graptemys versa"	"Tl242354"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186164"	"Trachemys scripta"	"Tl241228"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186165"	"Pangshura tecta"	"Tl242313"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186166"	"Nilssonia hurum"	"Tl241270"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186167"	"Sternotherus minor"	"Tl242363"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186168"	"Rhinoclemmys nasuta"	"Tl242365"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186169"	"Gopherus agassizii"	"Tl242317"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186170"	"Gopherus polyphemus"	"Tl242327"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186171"	"Rhinoclemmys areolata"	"Tl242337"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186172"	"Mauremys nigricans"	"Tl242333"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186173"	"Chelus fimbriata"	"Tl241182"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186174"	"Podocnemis lewyana"	"Tl242309"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186175"	"Emys marmorata"	"Tl241278"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186176"	"Acanthochelys pallidipectoris"	"Tl241249"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186177"	"Carettochelys insculpta"	"Tl241295"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186178"	"Chelodina longicollis"	"Tl241218"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186179"	"Chelodina oblonga"	"Tl241229"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186180"	"Chelodina rugosa"	"Tl241269"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186181"	"Elseya dentata"	"Tl241275"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186182"	"Elseya latisternum"	"Tl241288"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186183"	"Phrynops geoffroanus"	"Tl241187"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186184"	"Platemys platycephala"	"Tl242353"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186185"	"Podocnemis expansa"	"Tl241183"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186186"	"Pseudemydura umbrina"	"Tl242303"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186187"	"Erymnochelys madagascariensis"	"Tl241299"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186188"	"Pelomedusa subrufa"	"Tl241230"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186189"	"Pelusios sinuatus"	"Tl242322"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186190"	"Rheodytes leukops"	"Tl241263"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186191"	"Elusor macrurus"	"Tl241277"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186192"	"Pangshura smithii"	"Tl241268"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186193"	"Mesoclemmys hogei"	"Tl242352"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186194"	"Chelonoidis carbonaria"	"Tl241226"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186195"	"Apalone spinifera"	"Tl241184"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186196"	"Pelusios williamsi"	"Tl241205"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186197"	"Staurotypus triporcatus"	"Tl241303"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186198"	"Lissemys punctata"	"Tl241242"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186199"	"Platysternon megacephalum"	"Tl242308"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186200"	"Heosemys spinosa"	"Tl241224"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186201"	"Dermatemys mawii"	"Tl241232"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186202"	"Mesoclemmys nasuta"	"Tl241190"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186203"	"Emys blandingii"	"Tl241186"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186204"	"Batagur kachuga"	"Tl242351"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186205"	"Trachemys taylori"	"Tl241237"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186206"	"Hydromedusa tectifera"	"Tl241201"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186207"	"Astrochelys radiata"	"Tl241290"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186208"	"Pyxis planicauda"	"Tl241306"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186209"	"Pyxis arachnoides"	"Tl241202"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186210"	"Natator depressus"	"Tl242306"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186211"	"Pangshura tentoria"	"Tl242372"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186212"	"Mesoclemmys gibba"	"Tl241188"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186213"	"Cuora aurocapitata"	"Tl241221"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186214"	"Batagur borneoensis"	"Tl241272"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186215"	"Cuora amboinensis"	"Tl241194"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186216"	"Heosemys grandis"	"Tl241281"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186217"	"Siebenrockiella crassicollis"	"Tl241307"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186218"	"Cyclemys dentata"	"Tl241217"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186219"	"Indotestudo elongata"	"Tl241185"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186220"	"Malayemys subtrijuga"	"Tl241257"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186221"	"Manouria impressa"	"Tl242348"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186222"	"Mauremys mutica"	"Tl241197"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186223"	"Morenia ocellata"	"Tl242347"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186224"	"Orlitia borneensis"	"Tl241280"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186225"	"Sacalia quadriocellata"	"Tl241271"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186226"	"Geoemyda spengleri"	"Tl242315"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186227"	"Melanochelys trijuga"	"Tl242370"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186228"	"Gopherus berlandieri"	"Tl242376"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186229"	"Emys orbicularis"	"Tl241193"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186230"	"Chelonoidis chilensis"	"Tl242367"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186231"	"Batagur trivittata"	"Tl242319"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186232"	"Batagur dhongoka"	"Tl241240"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186233"	"Phrynops hilarii"	"Tl242336"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186234"	"Caretta caretta"	"Tl242307"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186235"	"Chelonia mydas"	"Tl241289"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186236"	"Lepidochelys kempii"	"Tl242321"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186237"	"Chelydra serpentina"	"Tl241285"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186238"	"Chrysemys picta"	"Tl241220"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186239"	"Graptemys geographica"	"Tl241255"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186240"	"Malaclemys terrapin"	"Tl241216"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186241"	"Clemmys guttata"	"Tl241215"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186242"	"Terrapene ornata"	"Tl241304"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186243"	"Chelonoidis nigra"	"Tl242375"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186244"	"Testudo graeca"	"Tl242385"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186245"	"Testudo hermanni"	"Tl241246"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186246"	"Pelusios subniger"	"Tl241254"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186247"	"Homopus areolatus"	"Tl242377"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186248"	"Elseya georgesi"	"Tl242380"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186249"	"Elseya purvisi"	"Tl242302"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186250"	"Emydura macquarii"	"Tl242346"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186251"	"Nilssonia gangetica"	"Tl241206"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186252"	"Pseudemys peninsularis"	"Tl241262"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186253"	"Pelodiscus axenaria"	"Tl242332"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row211897"	"Apalone ferox"	"Tl241245"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211898"	"Apalone mutica"	"Tl241294"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211899"	"Trionyx triunguis"	"Tl241251"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211900"	"Testudo horsfieldii"	"Tl241296"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211901"	"Testudo kleinmanni"	"Tl241286"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211902"	"Pelodiscus sinensis"	"Tl241219"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211903"	"Sternotherus odoratus"	"Tl241223"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211904"	"Kinosternon baurii"	"Tl241207"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211905"	"Kinosternon flavescens"	"Tl241284"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211906"	"Astrochelys yniphora"	"Tl241260"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211907"	"Terrapene carolina"	"Tl241274"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211908"	"Terrapene coahuila"	"Tl241258"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211909"	"Deirochelys reticularia"	"Tl241283"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211910"	"Dogania subplana"	"Tl241247"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211911"	"Amyda cartilaginea"	"Tl241273"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211912"	"Palea steindachneri"	"Tl241214"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211913"	"Macrochelys temminckii"	"Tl241264"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211914"	"Dipsochelys dussumieri"	"Tl241297"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211915"	"Psammobates pardalis"	"Tl241265"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211916"	"Pelochelys bibroni"	"Tl241302"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211917"	"Pelochelys cantorii"	"Tl241276"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
